experiment_type,experiment_name,experiment_size,experiment_length_in_minutes,num_of_frames,frames_frequency (sec),num_of_arcos_events,community_id,additional_communities,community_size,event_cells,event_start_cell,event_end_cell,event_length_in_seconds,activated_cells,info_spread_rate (avg between 2 adjacent cells) - cells per second
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,0,[],3,[ 2  7 16],[2],[7],29.288,3,0.9046446654960012
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,1,[],3,[ 4  6 17],[4],[4],33.472,3,1.581909235119304
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,2,[],3,[ 8  9 26],[8],[26],25.104,3,0.7252787692963101
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,3,[],3,[11 23 33],[11],[23],50.208,3,0.6186862487957266
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,4,[],4,[ 8  9 19 35],[19],[9],66.944,6,0.7204192493106902
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,5,[],3,[ 2 16 18],[16],[18],50.208,3,0.6031807382193141
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,6,[],3,[20 21 22],[20],[20 21],29.288,3,1.6314179702352707
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,7,[],5,[19 25 26 27 28],[19],[27],92.048,5,0.8717925641513489
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,8,[],3,[ 7 16 18],[7],[18],41.84,3,0.7910375644265143
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,9,[],3,[19 27 30],[27 30],[27 30],25.104,3,2.522384067585435
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,10,[],6,[19 25 26 27 33 43],[26 27],[43],58.576,10,2.099165846433206
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,11,[],4,[10 22 24 34],[34],[24],62.760000000000005,4,0.7217323608462447
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,12,[],3,[ 8  9 35],[35],[9],54.392,3,0.24383355369859305
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,13,[],5,[ 7 11 18 23 39],[23],[11],83.68,5,1.601962010779954
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,14,[],5,[19 20 21 24 41],[41],[20 21],79.49600000000001,5,0.9445755127309922
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,15,[],3,[11 28 43],[11],[43],62.760000000000005,3,0.3278808443065451
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,16,[],6,[ 8  9 19 25 26 35],[35],[9],58.576,8,1.008758499902355
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,17,[],6,[11 26 27 28 30 39],[11],[39],83.68,7,1.0210108324791627
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,18,[],6,[ 8  9 19 23 33 35],[ 8 19],[33],66.944,9,1.3643702377328621
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,19,[],3,[ 5 12 14],[12],[14],71.128,3,0.6773982853445213
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,20,[],4,[11 28 29 39],[29],[11 39],54.392,4,0.3952164970509655
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,21,[],3,[ 5 12 37],[37],[5],41.84,3,0.4914191017717351
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,22,[],7,[11 25 26 28 35 41 43],[25],[43],154.808,8,0.7380274925814856
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,23,[],3,[ 7 38 42],[38],[42],54.392,3,4.597306566089809
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,24,[],3,[ 5 12 32],[12],[32],46.024,3,0.44231932500688353
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,25,[],7,[ 8  9 11 23 25 26 39],[8],[23],121.336,7,0.7092037377996211
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,26,[],4,[ 8  9 19 24],[24],[24],20.92,4,2.1277719627113743
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,27,[],12,[ 7  8  9 11 19 23 24 25 26 30 35 39],[25],[25],196.648,15,1.0541027358160744
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,28,[],3,[12 14 31],[14],[12],83.68,3,0.8540770901758467
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,29,[],4,[ 8  9 19 33],[ 8 19],[33],41.84,4,1.6397024679527947
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,30,[],8,[ 7 11 24 28 29 33 39 41],[29],[11],92.048,9,2.631629589370064
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,31,[],5,[23 25 29 30 42],[29],[30 42],62.760000000000005,5,1.54132398769507
mid_third_wild_type,sample_7,44,41.84,600,4.184,33,32,[],3,[ 8  9 19],[9],[ 8  9 19],25.104,3,1.845946514488273
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,0,[],3,[0 1 2],[0],[2],25.751,3,1.2999647612142242
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,1,[],3,[ 7  8 87],[ 7 87],[8],28.092000000000002,3,0.6811405608486926
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,2,[],6,[ 0  1  5 16 17 18],[16],[0 1],49.161,6,0.9734517831742598
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,3,[],13,[ 0  1  2  4 13 15 17 21 22 23 25 26 64],[21],[ 0 17],86.617,16,2.0129177655768564
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,4,[],3,[ 3 27 28],[27 28],[3],21.069000000000003,3,1.0058342918358627
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,5,[],4,[ 9 24 34 45],[45],[24],60.86600000000001,4,0.4678030698633488
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,6,[],10,[ 0  1  4 13 17 18 22 23 26 99],[23],[26],95.98100000000001,11,1.2997826231711453
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,7,[],5,[ 7  8 27 42 87],[8],[42],30.433000000000003,5,2.42841416015836
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,8,[],3,[12 13 17],[17],[12],32.774,3,0.5680096658490043
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,9,[],3,[30 43 44],[43],[30],32.774,3,0.5062276590907685
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,10,[],5,[24 29 45 46 85],[45],[85],37.456,6,1.2878253372606938
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,11,[],8,[ 0  1  2 15 17 18 22 25],[2],[17 18],53.843,8,1.0840985143763675
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,12,[],7,[ 4 18 21 22 25 26 35],[21],[18],56.184000000000005,7,1.7961613218621626
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,13,[],7,[  6  29  31  50  54  79 106],[29 50],[ 54 106],44.479000000000006,7,1.7631070135754032
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,14,[],3,[14 30 43],[30],[14],25.751,3,1.6322302513401281
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,15,[],6,[ 5 27 28 56 58 59],[27],[ 5 59],67.88900000000001,6,2.231292828228938
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,16,[],14,[ 0  1  2  4  5 12 13 17 18 25 62 82 83 99],[13],[99],147.483,18,1.5681169924049723
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,17,[],6,[24 45 46 55 60 61],[45 55],[60 61],56.184000000000005,6,0.7755566951796846
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,18,[],3,[33 48 84],[33],[84],30.433000000000003,4,2.6855581355872835
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,19,[],3,[32 67 68],[32],[68],28.092000000000002,3,1.5322110665097546
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,20,[],7,[24 29 37 45 55 72 73],[37],[24],39.797000000000004,9,1.8667003583157864
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,21,[],4,[15 21 22 90],[21],[90],35.115,4,0.6920183614785406
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,22,[],13,[  3  27  54  56  58  59  74  75  76  77  79  80 106],[74],[80],44.479000000000006,13,5.759193927964726
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,23,[],3,[35 68 81],[68],[35],18.728,3,0.8034999086822971
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,24,[],4,[24 29 55 85],[29],[85],39.797000000000004,4,0.328656966547005
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,25,[],9,[24 31 37 45 60 61 72 78 79],[79],[60],93.64000000000001,14,2.608732491570325
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,26,[],4,[ 0  1 17 23],[17],[23],42.138000000000005,4,1.3544754611802106
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,27,[],5,[ 5 17 28 56 87],[56],[17 87],35.115,5,5.507317324359276
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,28,[],3,[ 10  86 105],[ 10  86 105],[10],28.092000000000002,3,0.0
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,29,[],4,[ 0  1  4 22],[22],[0 1],32.774,4,0.9714569508987169
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,30,[],10,[24 27 31 42 45 54 74 75 76 87],[42],[45],93.64000000000001,11,3.2354398984363515
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,31,[],5,[ 29  30  37 104 106],[37],[30],49.161,5,2.108955144265232
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,32,[],4,[56 62 90 99],[90],[56],32.774,4,4.505307693272295
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,33,[],4,[ 4  5 17 25],[25],[25],21.069000000000003,4,2.6747771605853985
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,34,[],3,[60 61 79],[79],[60 61],14.046000000000001,3,4.145747054549682
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,35,[],6,[ 2  4 22 62 63 99],[62],[2],39.797000000000004,6,1.8693526845468065
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,36,[],7,[27 41 66 74 76 87 95],[66],[87],84.27600000000001,8,1.8511206490221703
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,37,[],8,[ 3  6 28 31 50 55 59 85],[ 6 50],[59],67.88900000000001,9,2.093354323889522
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,38,[],7,[ 37  43  44  72  91  92 104],[37],[44],39.797000000000004,8,4.349183843402321
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,39,[],3,[20 51 64],[64],[20],21.069000000000003,3,0.876282902661992
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,40,[],12,[ 30  33  37  45  48  54  60  61  72  74  84 106],[33],[60 61],98.322,13,2.5614826345429766
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,41,[],5,[ 6 24 31 50 55],[24],[50],49.161,5,0.8453989431546359
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,42,[],4,[ 4  5 17 18],[5],[4],42.138000000000005,5,1.6948189547244144
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,43,[],8,[15 22 26 35 62 65 68 99],[15 22 26],[68],58.525000000000006,9,1.3876961788348325
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,44,[],5,[41 53 66 76 96],[76],[41],58.525000000000006,5,2.7877740006046077
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,45,[],4,[30 33 48 84],[84],[48],35.115,4,0.848225926229523
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,46,[],3,[63 97 98],[63],[63 98],28.092000000000002,3,1.4646636812752105
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,47,[],9,[ 14  30  33  43  44  48  57  84 101],[14],[57],79.59400000000001,9,0.8891981683236423
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,48,[],7,[ 24  31  55  60  61  79 104],[104],[31 79],63.20700000000001,7,1.613262793270085
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,49,[],4,[ 39 100 102 105],[ 39 105],[102],49.161,5,0.954469224123789
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,50,[],3,[ 4 22 99],[22],[99],18.728,3,6.481178562545465
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,51,[],4,[ 78  91  92 104],[78],[104],49.161,4,1.9878231676507772
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,52,[],5,[ 7 35 65 81 87],[81],[7],35.115,5,2.264730353256407
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,53,[],4,[21 35 65 90],[90],[65],39.797000000000004,4,2.7106100352501
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,54,[],5,[24 29 45 60 61],[45],[61],44.479000000000006,5,1.252635200922641
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,55,[],3,[41 76 87],[76],[87],58.525000000000006,3,0.39141985088660636
mid_third_wild_type,sample_6,108,27.311666666666667,700,2.341,57,56,[],4,[ 14  57 101 107],[57],[101],28.092000000000002,4,1.6570893783169847
mid_third_wild_type,sample_4,55,56.416666666666664,500,6.77,10,0,[],3,[3 7 8],[3],[7],33.849999999999994,3,0.995477136897071
mid_third_wild_type,sample_4,55,56.416666666666664,500,6.77,10,1,[],4,[19 33 40 41],[19],[33],33.849999999999994,4,2.069906333170228
mid_third_wild_type,sample_4,55,56.416666666666664,500,6.77,10,2,[],6,[19 23 24 28 33 41],[19],[24],54.16,6,1.5269224417242584
mid_third_wild_type,sample_4,55,56.416666666666664,500,6.77,10,3,[],3,[23 28 40],[28],[40],54.16,3,0.6035478438538598
mid_third_wild_type,sample_4,55,56.416666666666664,500,6.77,10,4,[],3,[26 30 44],[30 44],[26],40.62,3,0.13928011355182585
mid_third_wild_type,sample_4,55,56.416666666666664,500,6.77,10,5,[],3,[19 28 41],[19],[28],33.849999999999994,3,0.9601548164454841
mid_third_wild_type,sample_4,55,56.416666666666664,500,6.77,10,6,[],3,[ 4  5 36],[ 4 36],[5],47.39,3,0.1551903844352832
mid_third_wild_type,sample_4,55,56.416666666666664,500,6.77,10,7,[],3,[23 40 50],[50],[23 40],33.849999999999994,3,0.5184878766780435
mid_third_wild_type,sample_4,55,56.416666666666664,500,6.77,10,8,[],3,[47 48 49],[48],[49],47.39,3,1.398370210800996
mid_third_wild_type,sample_4,55,56.416666666666664,500,6.77,10,9,[],4,[23 28 40 41],[23 28 40],[41],33.849999999999994,4,0.22079709588509075
mid_third_wild_type,sample_5,39,40.599999999999994,600,4.06,9,0,[],4,[0 1 2 3],[0],[2],89.32,4,0.5262814168213293
mid_third_wild_type,sample_5,39,40.599999999999994,600,4.06,9,1,[],3,[ 2  3 18],[ 2  3 18],[2],28.419999999999998,3,0.0
mid_third_wild_type,sample_5,39,40.599999999999994,600,4.06,9,2,[],3,[12 16 17],[16],[12],77.13999999999999,3,0.4073414688610637
mid_third_wild_type,sample_5,39,40.599999999999994,600,4.06,9,3,[],3,[23 24 33],[23 24],[33],64.96,3,0.3750226167571824
mid_third_wild_type,sample_5,39,40.599999999999994,600,4.06,9,4,[],4,[12 16 17 34],[12],[34],64.96,4,0.6884795229010061
mid_third_wild_type,sample_5,39,40.599999999999994,600,4.06,9,5,[],3,[ 9 25 37],[37],[37],44.66,3,2.5170865831596627
mid_third_wild_type,sample_5,39,40.599999999999994,600,4.06,9,6,[],3,[12 16 17],[17],[12],64.96,3,0.9713460061929109
mid_third_wild_type,sample_5,39,40.599999999999994,600,4.06,9,7,[],3,[19 24 36],[19 36],[24],60.89999999999999,3,0.1361383709134628
mid_third_wild_type,sample_5,39,40.599999999999994,600,4.06,9,8,[],3,[25 33 37],[37],[33],85.25999999999999,3,0.4846838394122799
mid_third_wild_type,sample_1,43,44.75833333333333,500,5.371,12,0,[],5,[ 2  3  4  5 33],[2],[4 5],42.968,5,1.248936976129755
mid_third_wild_type,sample_1,43,44.75833333333333,500,5.371,12,1,[],3,[11 13 25],[11 13 25],[11 13],21.484,3,0.0
mid_third_wild_type,sample_1,43,44.75833333333333,500,5.371,12,2,[],3,[13 17 20],[17],[20],37.597,3,1.0283069011653132
mid_third_wild_type,sample_1,43,44.75833333333333,500,5.371,12,3,[],4,[11 12 13 26],[11 13 26],[12],26.855000000000004,4,0.5385952130000782
mid_third_wild_type,sample_1,43,44.75833333333333,500,5.371,12,4,[],5,[11 13 22 25 26],[22],[11 13 26],32.226,5,0.5301051251309429
mid_third_wild_type,sample_1,43,44.75833333333333,500,5.371,12,5,[],4,[11 13 25 26],[25 26],[26],32.226,4,1.3764902307466929
mid_third_wild_type,sample_1,43,44.75833333333333,500,5.371,12,6,[],4,[12 13 26 38],[38],[13],64.452,4,0.7282358638260623
mid_third_wild_type,sample_1,43,44.75833333333333,500,5.371,12,7,[],10,[ 1 11 12 15 16 20 25 26 34 38],[11 25 26],[20],107.42000000000002,10,1.2923718083009883
mid_third_wild_type,sample_1,43,44.75833333333333,500,5.371,12,8,[],4,[11 25 26 34],[25],[25],26.855000000000004,4,1.6061527881311501
mid_third_wild_type,sample_1,43,44.75833333333333,500,5.371,12,9,[],3,[15 16 20],[16],[16],37.597,4,0.6490024739921131
mid_third_wild_type,sample_1,43,44.75833333333333,500,5.371,12,10,[],4,[11 16 25 26],[11 25 26],[16],26.855000000000004,4,1.1483355519327412
mid_third_wild_type,sample_1,43,44.75833333333333,500,5.371,12,11,[],4,[24 30 34 35],[24],[35],48.339000000000006,4,0.7846531364401755
mid_third_wild_type,sample_2,45,26.139999999999997,600,2.614,17,0,[],5,[ 8 10 11 12 42],[ 8 42],[11],39.21,6,0.9212903762346117
mid_third_wild_type,sample_2,45,26.139999999999997,600,2.614,17,1,[],4,[ 7 13 27 36],[7],[36],26.14,5,4.449226791350061
mid_third_wild_type,sample_2,45,26.139999999999997,600,2.614,17,2,[],5,[ 6 17 38 39 41],[17],[39],57.507999999999996,6,0.8266695806727233
mid_third_wild_type,sample_2,45,26.139999999999997,600,2.614,17,3,[],3,[ 7 14 15],[7],[7],33.982,4,0.7154377912058245
mid_third_wild_type,sample_2,45,26.139999999999997,600,2.614,17,4,[],4,[ 8  9 33 42],[33],[8],23.526,4,1.8537279430402196
mid_third_wild_type,sample_2,45,26.139999999999997,600,2.614,17,5,[],3,[ 0 19 34],[34],[19],44.437999999999995,3,0.5539304844682746
mid_third_wild_type,sample_2,45,26.139999999999997,600,2.614,17,6,[],3,[10 11 22],[22],[11],18.298,3,1.2869328362585568
mid_third_wild_type,sample_2,45,26.139999999999997,600,2.614,17,7,[],3,[13 36 41],[41],[36 41],49.666,6,0.29849822072218124
mid_third_wild_type,sample_2,45,26.139999999999997,600,2.614,17,8,[],3,[13 27 41],[41],[13],18.298,3,1.1663305225952594
mid_third_wild_type,sample_2,45,26.139999999999997,600,2.614,17,9,[],3,[ 8  9 42],[ 8 42],[ 8  9 42],13.07,3,1.4068957100620565
mid_third_wild_type,sample_2,45,26.139999999999997,600,2.614,17,10,[],4,[ 0  1  6 26],[6],[0],41.824,5,1.2450548908915406
mid_third_wild_type,sample_2,45,26.139999999999997,600,2.614,17,11,[],6,[14 15 31 36 41 42],[31],[15],33.982,6,3.2287825893721847
